referrer,views_total,views_unique
Google,307,56
github.com,158,44
statics.teams.cdn.office.net,123,15
yandex.ru,29,1
overleaf.com,14,2
Bing,13,5
com.slack,10,1
DuckDuckGo,9,2
chatgpt.com,9,2
search.brave.com,7,3
