referrer,views_total,views_unique
github.com,1398,131
Google,262,62
riscv.org,78,32
Bing,49,11
teams.public.onecdn.static.microsoft,16,6
claude.ai,15,3
chatgpt.com,14,4
search.brave.com,11,2
perplexity.ai,8,2
linkedin.com,4,2
