referrer,views_total,views_unique
github.com,674,89
Google,376,46
statics.teams.cdn.office.net,38,10
search.brave.com,20,4
app.codecov.io,5,1
riscv-non-isa.github.io,4,3
Bing,3,2
DuckDuckGo,2,2
riscv.github.io,2,2
riscv.org,2,2
