url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,695,321
/riscv-software-src/riscv-unified-db/pulls,331,45
/riscv-software-src/riscv-unified-db/issues,211,86
/riscv-software-src/riscv-unified-db/actions,96,5
/riscv-software-src/riscv-unified-db/tree/main/spec,64,32
/riscv-software-src/riscv-unified-db/commits/main,55,15
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,44,21
/riscv-software-src/riscv-unified-db/pull/1306,41,3
/riscv-software-src/riscv-unified-db/pull/1301,35,3
/riscv-software-src/riscv-unified-db/blob/main/doc/idl.adoc,33,12
