referrer,views_total,views_unique
Google,867,49
github.com,320,63
Bing,65,11
linkedin.com,15,5
riscv.atlassian.net,10,2
DuckDuckGo,9,3
statics.teams.cdn.office.net,9,3
search.brave.com,8,3
riscv.github.io,8,2
yandex.ru,7,4
