referrer,views_total,views_unique
github.com,687,71
Google,492,74
riscv.org,86,31
Bing,36,12
statics.teams.cdn.office.net,21,6
riscv-software-src.github.io,14,4
DuckDuckGo,13,7
yandex.ru,8,1
chatgpt.com,6,2
afoliveira-riscv-isa-chatbot.hf.space,4,2
