referrer,views_total,views_unique
github.com,284,55
Google,115,33
statics.teams.cdn.office.net,93,19
yandex.ru,33,3
riscv.github.io,10,6
DuckDuckGo,8,1
Bing,6,3
search.brave.com,6,3
usc-onenote.officeapps.live.com,2,2
chatgpt.com,1,1
