referrer,views_total,views_unique
Google,360,45
github.com,281,53
Bing,52,13
statics.teams.cdn.office.net,30,5
linkedin.com,20,5
riscv.atlassian.net,10,2
search.brave.com,9,3
DuckDuckGo,9,2
com.linkedin.android,8,6
riscv.github.io,7,4
