url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,194,85
/riscv-software-src/riscv-unified-db/pulls,99,12
/riscv-software-src/riscv-unified-db/pull/891,92,5
/riscv-software-src/riscv-unified-db/issues,52,12
/riscv-software-src/riscv-unified-db/commits/main,44,29
/riscv-software-src/riscv-unified-db/tree/main/spec,40,25
/riscv-software-src/riscv-unified-db/pull/1275,39,3
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,27,16
/riscv-software-src/riscv-unified-db/tree/main,27,15
/riscv-software-src/riscv-unified-db/tree/AFOliveira/mcp,26,18
