url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,948,374
/riscv-software-src/riscv-unified-db/pulls,724,76
/riscv-software-src/riscv-unified-db/issues,392,134
/riscv-software-src/riscv-unified-db/actions,226,3
/riscv-software-src/riscv-unified-db/branches/all,171,2
/riscv-software-src/riscv-unified-db/tree/main/spec,105,33
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,104,31
/riscv-software-src/riscv-unified-db/commits/main,60,17
/riscv-software-src/riscv-unified-db/pull/1328,58,23
/riscv-software-src/riscv-unified-db/pull/1339,50,7
