referrer,views_total,views_unique
Google,302,53
github.com,154,47
statics.teams.cdn.office.net,120,16
yandex.ru,29,1
overleaf.com,14,2
Bing,13,5
search.brave.com,10,4
com.slack,10,1
chatgpt.com,8,1
riscv.org,6,2
