referrer,views_total,views_unique
github.com,1444,127
Google,254,61
riscv.org,76,32
Bing,48,10
teams.public.onecdn.static.microsoft,18,7
claude.ai,15,3
chatgpt.com,14,4
search.brave.com,11,2
perplexity.ai,8,2
linkedin.com,4,2
