referrer,views_total,views_unique
Google,236,48
github.com,206,49
statics.teams.cdn.office.net,70,15
yandex.ru,29,1
overleaf.com,14,2
Bing,13,5
DuckDuckGo,9,2
search.brave.com,6,3
riscv.github.io,3,1
riscv.org,3,1
