referrer,views_total,views_unique
Google,310,43
github.com,243,51
statics.teams.cdn.office.net,34,8
linkedin.com,29,10
com.linkedin.android,28,13
Bing,26,11
riscv.github.io,24,4
riscv.atlassian.net,10,2
DuckDuckGo,8,2
search.brave.com,7,3
