url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,583,248
/riscv-software-src/riscv-unified-db/pulls,499,70
/riscv/riscv-unified-db,495,177
/riscv/riscv-unified-db/pulls,438,49
/riscv-software-src/riscv-unified-db/issues,239,84
/riscv-software-src/riscv-unified-db/branches/all,184,2
/riscv/riscv-unified-db/issues,160,52
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,59,26
/riscv-software-src/riscv-unified-db/tree/main/spec,59,25
/riscv-software-src/riscv-unified-db/pull/1368,58,6
