referrer,views_total,views_unique
github.com,498,87
Google,346,42
statics.teams.cdn.office.net,19,9
goodfirstissues.com,7,3
search.brave.com,7,2
riscv-non-isa.github.io,4,3
usc-excel.officeapps.live.com,4,1
deliveroo.engineering,3,2
riscv.atlassian.net,3,1
Bing,2,2
