referrer,views_total,views_unique
github.com,292,59
Google,253,39
statics.teams.cdn.office.net,31,7
com.linkedin.android,30,14
riscv.github.io,26,5
linkedin.com,24,9
Bing,11,7
search.brave.com,9,3
kagi.com,4,2
seiya.me,2,2
