url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,369,153
/riscv-software-src/riscv-unified-db/pulls,268,28
/riscv-software-src/riscv-unified-db/issues,91,23
/riscv-software-src/riscv-unified-db/commits/main,48,14
/riscv-software-src/riscv-unified-db/pull/891,34,12
/riscv-software-src/riscv-unified-db/tree/main/spec,32,25
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,28,18
/riscv-software-src/riscv-unified-db/pull/1291,24,9
/riscv-software-src/riscv-unified-db/pull/1301,24,2
/riscv-software-src/riscv-unified-db/blob/main/doc/idl.adoc,22,11
