referrer,views_total,views_unique
github.com,172,49
Google,111,41
Bing,21,4
statics.teams.cdn.office.net,15,5
search.brave.com,13,3
lfx-dashboard.vercel.app,12,1
mi.feishu.cn,11,1
chatgpt.com,8,1
gitlab.charisma.internal,4,1
yandex.ru,3,1
