referrer,views_total,views_unique
github.com,260,45
Google,214,42
Bing,130,9
statics.teams.cdn.office.net,12,7
linkedin.com,9,3
search.brave.com,8,3
teams.public.onecdn.static.microsoft,4,3
DuckDuckGo,4,2
com.linkedin.android,4,2
chatgpt.com,4,1
