referrer,views_total,views_unique
github.com,728,88
Google,510,73
riscv.org,71,23
statics.teams.cdn.office.net,34,8
DuckDuckGo,20,11
usc-word-edit.officeapps.live.com,18,1
Bing,13,9
search.brave.com,10,1
riscv-software-src.github.io,5,2
riscv-non-isa.github.io,4,1
