url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,204,92
/riscv-software-src/riscv-unified-db/pulls,75,15
/riscv-software-src/riscv-unified-db/issues,69,19
/riscv-software-src/riscv-unified-db/tree/AFOliveira/mcp,60,44
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,39,12
/riscv-software-src/riscv-unified-db/tree/main/spec,36,19
/riscv-software-src/riscv-unified-db/commits/main,32,24
/riscv-software-src/riscv-unified-db/pull/891,30,5
/riscv-software-src/riscv-unified-db/pull/1281,25,6
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa/inst,21,10
