referrer,views_total,views_unique
github.com,678,67
Google,486,72
riscv.org,84,27
Bing,35,11
statics.teams.cdn.office.net,27,6
usc-word-edit.officeapps.live.com,20,1
riscv-software-src.github.io,14,4
DuckDuckGo,13,7
yandex.ru,8,1
chatgpt.com,6,2
