referrer,views_total,views_unique
github.com,290,56
Google,290,46
Bing,50,12
statics.teams.cdn.office.net,34,8
linkedin.com,30,10
com.linkedin.android,28,13
riscv.github.io,24,4
riscv.atlassian.net,10,2
search.brave.com,8,3
DuckDuckGo,8,2
