referrer,views_total,views_unique
github.com,215,48
Google,212,38
Bing,85,8
statics.teams.cdn.office.net,12,7
linkedin.com,11,4
search.brave.com,10,3
chatgpt.com,8,3
com.linkedin.android,5,3
DuckDuckGo,4,2
teams.public.onecdn.static.microsoft,3,2
