referrer,views_total,views_unique
github.com,320,71
Google,285,44
com.linkedin.android,30,14
riscv.github.io,25,4
linkedin.com,19,9
search.brave.com,9,3
statics.teams.cdn.office.net,7,5
kagi.com,4,2
Bing,3,3
jira-dc4.qualcomm.com,2,2
