referrer,views_total,views_unique
github.com,508,90
Google,319,41
statics.teams.cdn.office.net,17,8
search.brave.com,17,3
Bing,4,3
riscv-non-isa.github.io,4,3
deliveroo.engineering,3,2
riscv.github.io,2,2
riscv.org,2,2
com.linkedin.android,2,1
