url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,229,97
/riscv-software-src/riscv-unified-db/issues,76,16
/riscv-software-src/riscv-unified-db/pulls,75,15
/riscv-software-src/riscv-unified-db/tree/AFOliveira/mcp,60,44
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,43,15
/riscv-software-src/riscv-unified-db/tree/main/spec,35,20
/riscv-software-src/riscv-unified-db/commits/main,25,16
/riscv-software-src/riscv-unified-db/pull/1281,25,6
/riscv-software-src/riscv-unified-db/pull/891,25,5
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa/inst,23,12
