referrer,views_total,views_unique
github.com,539,93
Google,440,44
statics.teams.cdn.office.net,20,9
search.brave.com,9,3
goodfirstissues.com,7,3
riscv.org,4,4
riscv-non-isa.github.io,4,3
usc-excel.officeapps.live.com,4,1
DuckDuckGo,3,3
deliveroo.engineering,3,2
