referrer,views_total,views_unique
github.com,237,46
Google,225,47
Bing,125,7
linkedin.com,9,3
search.brave.com,7,3
riscv.github.io,7,2
statics.teams.cdn.office.net,7,2
chatgpt.com,4,1
teams.public.onecdn.static.microsoft,3,3
jira-dc3.qualcomm.com,2,2
