referrer,views_total,views_unique
github.com,480,73
Google,308,40
search.brave.com,10,3
linkedin.com,7,4
riscv.github.io,6,3
kagi.com,6,2
com.linkedin.android,4,3
statics.teams.cdn.office.net,4,3
jira-dc4.qualcomm.com,2,2
DuckDuckGo,2,1
