referrer,views_total,views_unique
github.com,655,59
Google,422,48
riscv.org,59,25
Bing,31,8
DuckDuckGo,28,3
riscv-software-src.github.io,15,4
statics.teams.cdn.office.net,12,5
yandex.ru,8,1
afoliveira-riscv-isa-chatbot.hf.space,6,4
com.slack,6,4
