referrer,views_total,views_unique
github.com,508,90
Google,377,43
statics.teams.cdn.office.net,20,9
goodfirstissues.com,7,3
search.brave.com,7,2
riscv-non-isa.github.io,5,4
usc-excel.officeapps.live.com,4,1
riscv.org,3,3
deliveroo.engineering,3,2
riscv.atlassian.net,3,1
