referrer,views_total,views_unique
github.com,282,56
Google,159,35
statics.teams.cdn.office.net,88,19
yandex.ru,29,1
overleaf.com,12,3
riscv.github.io,10,6
DuckDuckGo,9,2
search.brave.com,5,3
Bing,5,2
usc-onenote.officeapps.live.com,2,2
