url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,743,299
/riscv-software-src/riscv-unified-db/pulls,645,77
/riscv/riscv-unified-db,334,128
/riscv-software-src/riscv-unified-db/issues,317,104
/riscv/riscv-unified-db/pulls,302,38
/riscv-software-src/riscv-unified-db/branches/all,185,2
/riscv-software-src/riscv-unified-db/actions,128,4
/riscv/riscv-unified-db/issues,103,37
/riscv-software-src/riscv-unified-db/tree/main/spec,69,31
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,68,30
