referrer,views_total,views_unique
github.com,168,48
Google,112,42
mi.feishu.cn,27,1
Bing,21,4
statics.teams.cdn.office.net,14,4
search.brave.com,14,3
lfx-dashboard.vercel.app,12,1
chatgpt.com,8,1
gitlab.charisma.internal,4,1
riscv.org,3,1
