referrer,views_total,views_unique
github.com,408,86
Google,174,59
teams.public.onecdn.static.microsoft,44,5
riscv.org,21,7
linkedin.com,19,8
Bing,16,9
com.linkedin.android,8,7
DuckDuckGo,6,2
search.brave.com,3,3
doubao.com,2,2
