referrer,views_total,views_unique
github.com,723,92
Google,376,47
statics.teams.cdn.office.net,38,10
search.brave.com,22,4
Bing,5,3
app.codecov.io,5,1
riscv-non-isa.github.io,3,2
riscv.github.io,2,2
riscv.org,2,2
com.linkedin.android,2,1
