referrer,views_total,views_unique
github.com,445,75
Google,299,42
com.linkedin.android,22,8
riscv.github.io,22,3
linkedin.com,13,7
search.brave.com,9,3
statics.teams.cdn.office.net,6,4
Bing,2,2
jira-dc4.qualcomm.com,2,2
kagi.com,2,2
