referrer,views_total,views_unique
Google,906,48
github.com,362,68
Bing,63,9
statics.teams.cdn.office.net,16,4
linkedin.com,12,4
DuckDuckGo,12,3
riscv.github.io,11,3
riscv.atlassian.net,10,2
yandex.ru,7,4
search.brave.com,7,3
