time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-22 00:00:00+00:00,33,24,28,12
2025-11-23 00:00:00+00:00,23,22,7,7
2025-11-24 00:00:00+00:00,214,69,167,30
2025-11-25 00:00:00+00:00,214,19,217,20
2025-11-26 00:00:00+00:00,209,77,131,22
2025-11-27 00:00:00+00:00,16,14,82,13
2025-11-28 00:00:00+00:00,8,6,31,15
2025-11-29 00:00:00+00:00,28,26,23,10
2025-11-30 00:00:00+00:00,30,22,70,19
2025-12-01 00:00:00+00:00,143,101,88,20
2025-12-02 00:00:00+00:00,44,29,51,12
2025-12-03 00:00:00+00:00,162,72,311,44
2025-12-04 00:00:00+00:00,257,63,227,42
2025-12-05 00:00:00+00:00,174,49,120,24
